# X(Mpch)    Y(Mpch)    Z(Mpch)    Vx(kms-1)   Vy(kms-1)   Vz(kms-1)   Rvir(kpch)   Vcirc(kms-1)  Xoff        Nhalo     Distinct/Sub
  1.1542     29.1273    17.3246    234.71      216.36      180.82      958.6        739.0         0.042852    20585     0     
  21.7107    13.6181    9.6732     63.82       56.18       -25.33      1047.8       794.0         0.028891    20871     0     
  35.6851    43.1727    17.9063    -48.41      59.39       -150.73     1160.9       954.2         0.029472    33042     0     
  45.0762    48.8856    40.1011    -39.98      436.44      -142.06     1088.4       828.7         0.0049748   74219     0     
  12.6198    36.7032    34.7002    -369.48     151.93      -232.54     903.3        711.3         0.045411    78025     0     
  60.028     37.9328    5.16       110.18      123.97      -1.71       1170.6       842.6         0.029199    102001    0     
  61.0901    15.6131    21.3377    -291.16     299.71      -67.25      1199.3       833.8         0.143       135922    0     
  63.6895    36.3095    3.8328     -506.05     380.52      74.63       1485.0       1023.0        0.048449    178954    0     
  103.5338   42.3088    7.0443     145.38      111.66      222.41      996.3        741.7         0.053686    191967    0     
  116.953    19.6965    10.6575    -4.18       72.58       -16.22      1194.2       880.0         0.048629    201830    0     
  122.4319   14.1637    10.4804    -166.49     91.67       -85.82      1585.8       1127.0        0.073591    204244    0     
  100.373    41.1126    12.643     224.81      -110.86     -179.65     963.64       748.3         0.02178     214601    0     
  105.6541   27.4142    22.0711    567.6       -208.39     -347.8      1049.9       766.7         0.018561    231695    0     
  111.3097   8.3384     28.6786    427.51      301.79      34.37       933.78       713.7         0.014807    236919    0     
  128.2553   5.5281     27.504     -335.5      464.23      418.57      1073.1       751.6         0.025706    243132    0     
  112.3896   3.3336     31.958     294.47      479.3       -113.62     1162.4       862.3         0.011072    247564    0     
  125.267    10.406     31.1788    -58.57      -150.52     -58.82      1219.2       875.2         0.1533      253772    0     
  137.7712   11.9665    36.8867    -284.48     -53.53      -326.25     1099.9       769.0         0.066193    259623    0     
  124.6628   6.1686     35.6378    315.36      490.29      -294.46     1123.8       833.0         0.075472    260493    0     
  118.2189   24.9893    3.1276     99.51       -204.39     510.57      1033.3       777.1         0.039929    296674    0     
  173.8246   11.3639    26.3132    138.18      -56.67      175.67      1328.4       916.4         0.1123      326283    0     
